pdb_id,status,path,url,chain,N,selected
1RKB,cached_selected,data/raw/pdb_cache/1RKB.cif,https://files.rcsb.org/download/1RKB.cif,A,173,1
1RWN,cached_selected,data/raw/pdb_cache/1RWN.cif,https://files.rcsb.org/download/1RWN.cif,A,173,1
1ERW,cached_selected,data/raw/pdb_cache/1ERW.cif,https://files.rcsb.org/download/1ERW.cif,A,105,1
1Y30,cached_selected,data/raw/pdb_cache/1Y30.cif,https://files.rcsb.org/download/1Y30.cif,A,143,1
1YUX,cached_selected,data/raw/pdb_cache/1YUX.cif,https://files.rcsb.org/download/1YUX.cif,B,202,1
1E5H,cached_selected,data/raw/pdb_cache/1E5H.cif,https://files.rcsb.org/download/1E5H.cif,A,271,1
1EJH,cached_selected,data/raw/pdb_cache/1EJH.cif,https://files.rcsb.org/download/1EJH.cif,C,181,1
1BBB,cached_selected,data/raw/pdb_cache/1BBB.cif,https://files.rcsb.org/download/1BBB.cif,B,146,1
1ETK,cached_selected,data/raw/pdb_cache/1ETK.cif,https://files.rcsb.org/download/1ETK.cif,B,79,1
1CPG,cached_selected,data/raw/pdb_cache/1CPG.cif,https://files.rcsb.org/download/1CPG.cif,A,291,1
1A2W,cached_selected,data/raw/pdb_cache/1A2W.cif,https://files.rcsb.org/download/1A2W.cif,A,124,1
1SPP,cached_selected,data/raw/pdb_cache/1SPP.cif,https://files.rcsb.org/download/1SPP.cif,B,112,1
1UTK,cached_selected,data/raw/pdb_cache/1UTK.cif,https://files.rcsb.org/download/1UTK.cif,A,223,1
1W58,cached_selected,data/raw/pdb_cache/1W58.cif,https://files.rcsb.org/download/1W58.cif,1,337,1
1REX,cached_selected,data/raw/pdb_cache/1REX.cif,https://files.rcsb.org/download/1REX.cif,A,130,1
1CMC,cached_selected,data/raw/pdb_cache/1CMC.cif,https://files.rcsb.org/download/1CMC.cif,A,105,1
1XXS,cached_selected,data/raw/pdb_cache/1XXS.cif,https://files.rcsb.org/download/1XXS.cif,A,122,1
1S20,cached_selected,data/raw/pdb_cache/1S20.cif,https://files.rcsb.org/download/1S20.cif,G,335,1
1VGK,cached_selected,data/raw/pdb_cache/1VGK.cif,https://files.rcsb.org/download/1VGK.cif,A,274,1
1DZ0,cached_selected,data/raw/pdb_cache/1DZ0.cif,https://files.rcsb.org/download/1DZ0.cif,A,129,1
1FYA,cached_selected,data/raw/pdb_cache/1FYA.cif,https://files.rcsb.org/download/1FYA.cif,A,193,1
1U9T,cached_selected,data/raw/pdb_cache/1U9T.cif,https://files.rcsb.org/download/1U9T.cif,A,327,1
1OKT,cached_selected,data/raw/pdb_cache/1OKT.cif,https://files.rcsb.org/download/1OKT.cif,A,211,1
1XBX,cached_selected,data/raw/pdb_cache/1XBX.cif,https://files.rcsb.org/download/1XBX.cif,B,215,1
2B6C,cached_selected,data/raw/pdb_cache/2B6C.cif,https://files.rcsb.org/download/2B6C.cif,B,215,1
1YCL,cached_selected,data/raw/pdb_cache/1YCL.cif,https://files.rcsb.org/download/1YCL.cif,A,155,1
1MJL,cached_selected,data/raw/pdb_cache/1MJL.cif,https://files.rcsb.org/download/1MJL.cif,A,105,1
1CJW,cached_selected,data/raw/pdb_cache/1CJW.cif,https://files.rcsb.org/download/1CJW.cif,A,166,1
2BLV,cached_selected,data/raw/pdb_cache/2BLV.cif,https://files.rcsb.org/download/2BLV.cif,A,224,1
1J00,cached_selected,data/raw/pdb_cache/1J00.cif,https://files.rcsb.org/download/1J00.cif,A,177,1
1INU,cached_selected,data/raw/pdb_cache/1INU.cif,https://files.rcsb.org/download/1INU.cif,A,130,1
1M9Y,cached_selected,data/raw/pdb_cache/1M9Y.cif,https://files.rcsb.org/download/1M9Y.cif,A,165,1
1P2T,cached_selected,data/raw/pdb_cache/1P2T.cif,https://files.rcsb.org/download/1P2T.cif,A,162,1
1CCZ,cached_selected,data/raw/pdb_cache/1CCZ.cif,https://files.rcsb.org/download/1CCZ.cif,A,171,1
1BVC,cached_selected,data/raw/pdb_cache/1BVC.cif,https://files.rcsb.org/download/1BVC.cif,A,153,1
1ZLF,cached_selected,data/raw/pdb_cache/1ZLF.cif,https://files.rcsb.org/download/1ZLF.cif,B,100,1
1Y7Y,cached_selected,data/raw/pdb_cache/1Y7Y.cif,https://files.rcsb.org/download/1Y7Y.cif,A,69,1
1WG8,cached_selected,data/raw/pdb_cache/1WG8.cif,https://files.rcsb.org/download/1WG8.cif,A,282,1
1R7L,cached_selected,data/raw/pdb_cache/1R7L.cif,https://files.rcsb.org/download/1R7L.cif,B,109,1
1F3F,cached_selected,data/raw/pdb_cache/1F3F.cif,https://files.rcsb.org/download/1F3F.cif,A,150,1
1OYU,cached_selected,data/raw/pdb_cache/1OYU.cif,https://files.rcsb.org/download/1OYU.cif,A,173,1
1QQU,cached_selected,data/raw/pdb_cache/1QQU.cif,https://files.rcsb.org/download/1QQU.cif,A,224,1
1XYS,cached_selected,data/raw/pdb_cache/1XYS.cif,https://files.rcsb.org/download/1XYS.cif,A,346,1
1L5L,cached_selected,data/raw/pdb_cache/1L5L.cif,https://files.rcsb.org/download/1L5L.cif,A,347,1
1HF8,cached_selected,data/raw/pdb_cache/1HF8.cif,https://files.rcsb.org/download/1HF8.cif,A,263,1
1M2D,cached_selected,data/raw/pdb_cache/1M2D.cif,https://files.rcsb.org/download/1M2D.cif,A,101,1
1GKX,cached_selected,data/raw/pdb_cache/1GKX.cif,https://files.rcsb.org/download/1GKX.cif,A,308,1
1TS2,cached_selected,data/raw/pdb_cache/1TS2.cif,https://files.rcsb.org/download/1TS2.cif,A,194,1
1JAH,cached_selected,data/raw/pdb_cache/1JAH.cif,https://files.rcsb.org/download/1JAH.cif,A,166,1
1B7D,cached_selected,data/raw/pdb_cache/1B7D.cif,https://files.rcsb.org/download/1B7D.cif,A,61,1
1YPJ,cached_selected,data/raw/pdb_cache/1YPJ.cif,https://files.rcsb.org/download/1YPJ.cif,H,251,1
1ANN,cached_selected,data/raw/pdb_cache/1ANN.cif,https://files.rcsb.org/download/1ANN.cif,A,317,1
1BV3,cached_selected,data/raw/pdb_cache/1BV3.cif,https://files.rcsb.org/download/1BV3.cif,A,257,1
1NR4,cached_selected,data/raw/pdb_cache/1NR4.cif,https://files.rcsb.org/download/1NR4.cif,E,69,1
1I4J,cached_selected,data/raw/pdb_cache/1I4J.cif,https://files.rcsb.org/download/1I4J.cif,A,110,1
2AV1,cached_selected,data/raw/pdb_cache/2AV1.cif,https://files.rcsb.org/download/2AV1.cif,A,275,1
1YPN,cached_selected,data/raw/pdb_cache/1YPN.cif,https://files.rcsb.org/download/1YPN.cif,A,294,1
1PSU,cached_selected,data/raw/pdb_cache/1PSU.cif,https://files.rcsb.org/download/1PSU.cif,B,137,1
1BSV,cached_selected,data/raw/pdb_cache/1BSV.cif,https://files.rcsb.org/download/1BSV.cif,A,317,1
1NFN,cached_selected,data/raw/pdb_cache/1NFN.cif,https://files.rcsb.org/download/1NFN.cif,A,132,1
1ZJP,cached_selected,data/raw/pdb_cache/1ZJP.cif,https://files.rcsb.org/download/1ZJP.cif,A,261,1
1FFE,cached_selected,data/raw/pdb_cache/1FFE.cif,https://files.rcsb.org/download/1FFE.cif,A,197,1
1WC9,cached_selected,data/raw/pdb_cache/1WC9.cif,https://files.rcsb.org/download/1WC9.cif,A,160,1
1HLW,cached_selected,data/raw/pdb_cache/1HLW.cif,https://files.rcsb.org/download/1HLW.cif,A,150,1
1G31,cached_selected,data/raw/pdb_cache/1G31.cif,https://files.rcsb.org/download/1G31.cif,A,107,1
1L0I,cached_selected,data/raw/pdb_cache/1L0I.cif,https://files.rcsb.org/download/1L0I.cif,A,77,1
2ABX,cached_selected,data/raw/pdb_cache/2ABX.cif,https://files.rcsb.org/download/2ABX.cif,A,74,1
2BUQ,cached_selected,data/raw/pdb_cache/2BUQ.cif,https://files.rcsb.org/download/2BUQ.cif,B,238,1
1J23,cached_selected,data/raw/pdb_cache/1J23.cif,https://files.rcsb.org/download/1J23.cif,A,131,1
1SFL,cached_selected,data/raw/pdb_cache/1SFL.cif,https://files.rcsb.org/download/1SFL.cif,B,233,1
1Q2C,cached_selected,data/raw/pdb_cache/1Q2C.cif,https://files.rcsb.org/download/1Q2C.cif,A,162,1
1H5A,cached_selected,data/raw/pdb_cache/1H5A.cif,https://files.rcsb.org/download/1H5A.cif,A,308,1
2B82,cached_selected,data/raw/pdb_cache/2B82.cif,https://files.rcsb.org/download/2B82.cif,A,211,1
1F2M,cached_selected,data/raw/pdb_cache/1F2M.cif,https://files.rcsb.org/download/1F2M.cif,A,136,1
1HBY,cached_selected,data/raw/pdb_cache/1HBY.cif,https://files.rcsb.org/download/1HBY.cif,A,123,1
1YLW,cached_selected,data/raw/pdb_cache/1YLW.cif,https://files.rcsb.org/download/1YLW.cif,A,263,1
1WWK,cached_selected,data/raw/pdb_cache/1WWK.cif,https://files.rcsb.org/download/1WWK.cif,A,304,1
1F2W,cached_selected,data/raw/pdb_cache/1F2W.cif,https://files.rcsb.org/download/1F2W.cif,A,257,1
1DBW,cached_selected,data/raw/pdb_cache/1DBW.cif,https://files.rcsb.org/download/1DBW.cif,B,125,1
1XT8,cached_selected,data/raw/pdb_cache/1XT8.cif,https://files.rcsb.org/download/1XT8.cif,B,251,1
1A8E,cached_selected,data/raw/pdb_cache/1A8E.cif,https://files.rcsb.org/download/1A8E.cif,A,329,1
1NFZ,cached_selected,data/raw/pdb_cache/1NFZ.cif,https://files.rcsb.org/download/1NFZ.cif,B,180,1
1O7K,cached_selected,data/raw/pdb_cache/1O7K.cif,https://files.rcsb.org/download/1O7K.cif,A,124,1
1Z3C,cached_selected,data/raw/pdb_cache/1Z3C.cif,https://files.rcsb.org/download/1Z3C.cif,A,253,1
1LRO,cached_selected,data/raw/pdb_cache/1LRO.cif,https://files.rcsb.org/download/1LRO.cif,A,259,1
1O3B,cached_selected,data/raw/pdb_cache/1O3B.cif,https://files.rcsb.org/download/1O3B.cif,A,224,1
1OW6,cached_selected,data/raw/pdb_cache/1OW6.cif,https://files.rcsb.org/download/1OW6.cif,B,139,1
1ZKY,cached_selected,data/raw/pdb_cache/1ZKY.cif,https://files.rcsb.org/download/1ZKY.cif,B,245,1
1KPB,cached_selected,data/raw/pdb_cache/1KPB.cif,https://files.rcsb.org/download/1KPB.cif,A,113,1
1EJE,cached_selected,data/raw/pdb_cache/1EJE.cif,https://files.rcsb.org/download/1EJE.cif,A,192,1
1XIZ,cached_selected,data/raw/pdb_cache/1XIZ.cif,https://files.rcsb.org/download/1XIZ.cif,B,156,1
2AG5,cached_selected,data/raw/pdb_cache/2AG5.cif,https://files.rcsb.org/download/2AG5.cif,A,246,1
1NN7,cached_selected,data/raw/pdb_cache/1NN7.cif,https://files.rcsb.org/download/1NN7.cif,A,105,1
1MMQ,cached_selected,data/raw/pdb_cache/1MMQ.cif,https://files.rcsb.org/download/1MMQ.cif,A,168,1
1EV7,cached_selected,data/raw/pdb_cache/1EV7.cif,https://files.rcsb.org/download/1EV7.cif,A,295,1
1IZP,cached_selected,data/raw/pdb_cache/1IZP.cif,https://files.rcsb.org/download/1IZP.cif,A,124,1
1JQH,cached_selected,data/raw/pdb_cache/1JQH.cif,https://files.rcsb.org/download/1JQH.cif,A,291,1
1RWO,cached_selected,data/raw/pdb_cache/1RWO.cif,https://files.rcsb.org/download/1RWO.cif,A,173,1
1C5E,cached_selected,data/raw/pdb_cache/1C5E.cif,https://files.rcsb.org/download/1C5E.cif,A,95,1
1MWC,cached_selected,data/raw/pdb_cache/1MWC.cif,https://files.rcsb.org/download/1MWC.cif,A,153,1
1M72,cached_selected,data/raw/pdb_cache/1M72.cif,https://files.rcsb.org/download/1M72.cif,C,252,1
1DBR,cached_selected,data/raw/pdb_cache/1DBR.cif,https://files.rcsb.org/download/1DBR.cif,A,227,1
1LKZ,cached_selected,data/raw/pdb_cache/1LKZ.cif,https://files.rcsb.org/download/1LKZ.cif,A,219,1
1EW6,cached_selected,data/raw/pdb_cache/1EW6.cif,https://files.rcsb.org/download/1EW6.cif,A,137,1
1LH2,cached_selected,data/raw/pdb_cache/1LH2.cif,https://files.rcsb.org/download/1LH2.cif,A,153,1
2A35,cached_selected,data/raw/pdb_cache/2A35.cif,https://files.rcsb.org/download/2A35.cif,A,208,1
1FKH,cached_selected,data/raw/pdb_cache/1FKH.cif,https://files.rcsb.org/download/1FKH.cif,A,107,1
1LKB,cached_selected,data/raw/pdb_cache/1LKB.cif,https://files.rcsb.org/download/1LKB.cif,A,240,1
231L,cached_selected,data/raw/pdb_cache/231L.cif,https://files.rcsb.org/download/231L.cif,A,162,1
1WKJ,cached_selected,data/raw/pdb_cache/1WKJ.cif,https://files.rcsb.org/download/1WKJ.cif,A,137,1
21BK,cached_selected,data/raw/pdb_cache/21BK.cif,https://files.rcsb.org/download/21BK.cif,B,299,1
1RYQ,cached_selected,data/raw/pdb_cache/1RYQ.cif,https://files.rcsb.org/download/1RYQ.cif,A,64,1
1ERM,cached_selected,data/raw/pdb_cache/1ERM.cif,https://files.rcsb.org/download/1ERM.cif,A,263,1
1SZ2,cached_selected,data/raw/pdb_cache/1SZ2.cif,https://files.rcsb.org/download/1SZ2.cif,B,320,1
1Q03,cached_selected,data/raw/pdb_cache/1Q03.cif,https://files.rcsb.org/download/1Q03.cif,A,141,1
1JHJ,cached_selected,data/raw/pdb_cache/1JHJ.cif,https://files.rcsb.org/download/1JHJ.cif,A,161,1
1WPY,cached_selected,data/raw/pdb_cache/1WPY.cif,https://files.rcsb.org/download/1WPY.cif,A,235,1
1H42,cached_selected,data/raw/pdb_cache/1H42.cif,https://files.rcsb.org/download/1H42.cif,A,295,1
1DC5,cached_selected,data/raw/pdb_cache/1DC5.cif,https://files.rcsb.org/download/1DC5.cif,A,330,1
1KIL,cached_selected,data/raw/pdb_cache/1KIL.cif,https://files.rcsb.org/download/1KIL.cif,C,72,1
1NYY,cached_selected,data/raw/pdb_cache/1NYY.cif,https://files.rcsb.org/download/1NYY.cif,A,263,1
1F8Y,cached_selected,data/raw/pdb_cache/1F8Y.cif,https://files.rcsb.org/download/1F8Y.cif,A,156,1
1MZR,cached_selected,data/raw/pdb_cache/1MZR.cif,https://files.rcsb.org/download/1MZR.cif,B,276,1
1AEM,cached_selected,data/raw/pdb_cache/1AEM.cif,https://files.rcsb.org/download/1AEM.cif,A,291,1
1ZK1,cached_selected,data/raw/pdb_cache/1ZK1.cif,https://files.rcsb.org/download/1ZK1.cif,A,251,1
1B7L,cached_selected,data/raw/pdb_cache/1B7L.cif,https://files.rcsb.org/download/1B7L.cif,A,130,1
1O5A,cached_selected,data/raw/pdb_cache/1O5A.cif,https://files.rcsb.org/download/1O5A.cif,B,246,1
1GJY,cached_selected,data/raw/pdb_cache/1GJY.cif,https://files.rcsb.org/download/1GJY.cif,A,167,1
1JSE,cached_selected,data/raw/pdb_cache/1JSE.cif,https://files.rcsb.org/download/1JSE.cif,A,129,1
1E9F,cached_selected,data/raw/pdb_cache/1E9F.cif,https://files.rcsb.org/download/1E9F.cif,A,202,1
1GX2,cached_selected,data/raw/pdb_cache/1GX2.cif,https://files.rcsb.org/download/1GX2.cif,A,310,1
1T6D,cached_selected,data/raw/pdb_cache/1T6D.cif,https://files.rcsb.org/download/1T6D.cif,A,303,1
1QRL,cached_selected,data/raw/pdb_cache/1QRL.cif,https://files.rcsb.org/download/1QRL.cif,A,214,1
1U9X,cached_selected,data/raw/pdb_cache/1U9X.cif,https://files.rcsb.org/download/1U9X.cif,A,216,1
1DK0,cached_selected,data/raw/pdb_cache/1DK0.cif,https://files.rcsb.org/download/1DK0.cif,A,173,1
1RF2,cached_selected,data/raw/pdb_cache/1RF2.cif,https://files.rcsb.org/download/1RF2.cif,D,103,1
1QS7,cached_selected,data/raw/pdb_cache/1QS7.cif,https://files.rcsb.org/download/1QS7.cif,A,149,1
1SYG,cached_selected,data/raw/pdb_cache/1SYG.cif,https://files.rcsb.org/download/1SYG.cif,A,136,1
1JHT,cached_selected,data/raw/pdb_cache/1JHT.cif,https://files.rcsb.org/download/1JHT.cif,A,273,1
1SBI,cached_selected,data/raw/pdb_cache/1SBI.cif,https://files.rcsb.org/download/1SBI.cif,A,276,1
1UN4,cached_selected,data/raw/pdb_cache/1UN4.cif,https://files.rcsb.org/download/1UN4.cif,A,119,1
1SNG,cached_selected,data/raw/pdb_cache/1SNG.cif,https://files.rcsb.org/download/1SNG.cif,A,350,1
1O16,cached_selected,data/raw/pdb_cache/1O16.cif,https://files.rcsb.org/download/1O16.cif,A,154,1
1DQP,cached_selected,data/raw/pdb_cache/1DQP.cif,https://files.rcsb.org/download/1DQP.cif,A,230,1
1AGF,cached_selected,data/raw/pdb_cache/1AGF.cif,https://files.rcsb.org/download/1AGF.cif,A,276,1
1P3U,cached_selected,data/raw/pdb_cache/1P3U.cif,https://files.rcsb.org/download/1P3U.cif,A,199,1
1YZF,cached_selected,data/raw/pdb_cache/1YZF.cif,https://files.rcsb.org/download/1YZF.cif,A,195,1
1RPY,cached_selected,data/raw/pdb_cache/1RPY.cif,https://files.rcsb.org/download/1RPY.cif,B,86,1
1E25,cached_selected,data/raw/pdb_cache/1E25.cif,https://files.rcsb.org/download/1E25.cif,A,278,1
1F1J,cached_selected,data/raw/pdb_cache/1F1J.cif,https://files.rcsb.org/download/1F1J.cif,B,231,1
1HSW,cached_selected,data/raw/pdb_cache/1HSW.cif,https://files.rcsb.org/download/1HSW.cif,A,129,1
1ETE,cached_selected,data/raw/pdb_cache/1ETE.cif,https://files.rcsb.org/download/1ETE.cif,A,134,1
1LM4,cached_selected,data/raw/pdb_cache/1LM4.cif,https://files.rcsb.org/download/1LM4.cif,A,190,1
1EB7,cached_selected,data/raw/pdb_cache/1EB7.cif,https://files.rcsb.org/download/1EB7.cif,A,318,1
1MGQ,cached_selected,data/raw/pdb_cache/1MGQ.cif,https://files.rcsb.org/download/1MGQ.cif,A,74,1
1XZN,cached_selected,data/raw/pdb_cache/1XZN.cif,https://files.rcsb.org/download/1XZN.cif,A,161,1
1CD0,cached_selected,data/raw/pdb_cache/1CD0.cif,https://files.rcsb.org/download/1CD0.cif,A,111,1
1PPK,cached_selected,data/raw/pdb_cache/1PPK.cif,https://files.rcsb.org/download/1PPK.cif,E,323,1
1WY1,cached_selected,data/raw/pdb_cache/1WY1.cif,https://files.rcsb.org/download/1WY1.cif,B,143,1
1NWG,cached_selected,data/raw/pdb_cache/1NWG.cif,https://files.rcsb.org/download/1NWG.cif,B,272,1
1R0Q,cached_selected,data/raw/pdb_cache/1R0Q.cif,https://files.rcsb.org/download/1R0Q.cif,A,130,1
1C24,cached_selected,data/raw/pdb_cache/1C24.cif,https://files.rcsb.org/download/1C24.cif,A,263,1
1G6H,cached_selected,data/raw/pdb_cache/1G6H.cif,https://files.rcsb.org/download/1G6H.cif,A,254,1
1OO6,cached_selected,data/raw/pdb_cache/1OO6.cif,https://files.rcsb.org/download/1OO6.cif,A,217,1
1Y94,cached_selected,data/raw/pdb_cache/1Y94.cif,https://files.rcsb.org/download/1Y94.cif,A,124,1
1CIZ,cached_selected,data/raw/pdb_cache/1CIZ.cif,https://files.rcsb.org/download/1CIZ.cif,A,171,1
1QNQ,cached_selected,data/raw/pdb_cache/1QNQ.cif,https://files.rcsb.org/download/1QNQ.cif,A,344,1
1GS4,cached_selected,data/raw/pdb_cache/1GS4.cif,https://files.rcsb.org/download/1GS4.cif,A,244,1
1AY6,cached_selected,data/raw/pdb_cache/1AY6.cif,https://files.rcsb.org/download/1AY6.cif,H,253,1
1CT0,cached_selected,data/raw/pdb_cache/1CT0.cif,https://files.rcsb.org/download/1CT0.cif,E,185,1
1V05,cached_selected,data/raw/pdb_cache/1V05.cif,https://files.rcsb.org/download/1V05.cif,A,96,1
1XER,cached_selected,data/raw/pdb_cache/1XER.cif,https://files.rcsb.org/download/1XER.cif,A,103,1
1KGP,cached_selected,data/raw/pdb_cache/1KGP.cif,https://files.rcsb.org/download/1KGP.cif,A,296,1
1HX3,cached_selected,data/raw/pdb_cache/1HX3.cif,https://files.rcsb.org/download/1HX3.cif,B,180,1
1DKE,cached_selected,data/raw/pdb_cache/1DKE.cif,https://files.rcsb.org/download/1DKE.cif,B,146,1
1LHD,cached_selected,data/raw/pdb_cache/1LHD.cif,https://files.rcsb.org/download/1LHD.cif,H,249,1
1W68,cached_selected,data/raw/pdb_cache/1W68.cif,https://files.rcsb.org/download/1W68.cif,A,281,1
2AU9,cached_selected,data/raw/pdb_cache/2AU9.cif,https://files.rcsb.org/download/2AU9.cif,A,175,1
1VQ2,cached_selected,data/raw/pdb_cache/1VQ2.cif,https://files.rcsb.org/download/1VQ2.cif,A,173,1
1TD1,cached_selected,data/raw/pdb_cache/1TD1.cif,https://files.rcsb.org/download/1TD1.cif,C,285,1
1OBF,cached_selected,data/raw/pdb_cache/1OBF.cif,https://files.rcsb.org/download/1OBF.cif,O,335,1
1T1N,cached_selected,data/raw/pdb_cache/1T1N.cif,https://files.rcsb.org/download/1T1N.cif,B,146,1
1ALL,cached_selected,data/raw/pdb_cache/1ALL.cif,https://files.rcsb.org/download/1ALL.cif,B,161,1
1I8V,cached_selected,data/raw/pdb_cache/1I8V.cif,https://files.rcsb.org/download/1I8V.cif,A,96,1
1K6Y,cached_selected,data/raw/pdb_cache/1K6Y.cif,https://files.rcsb.org/download/1K6Y.cif,B,194,1
1RAE,cached_selected,data/raw/pdb_cache/1RAE.cif,https://files.rcsb.org/download/1RAE.cif,A,310,1
1U11,cached_selected,data/raw/pdb_cache/1U11.cif,https://files.rcsb.org/download/1U11.cif,B,163,1
1HXL,cached_selected,data/raw/pdb_cache/1HXL.cif,https://files.rcsb.org/download/1HXL.cif,A,119,1
2AZY,cached_selected,data/raw/pdb_cache/2AZY.cif,https://files.rcsb.org/download/2AZY.cif,A,125,1
1E64,cached_selected,data/raw/pdb_cache/1E64.cif,https://files.rcsb.org/download/1E64.cif,A,295,1
1OS9,cached_selected,data/raw/pdb_cache/1OS9.cif,https://files.rcsb.org/download/1OS9.cif,A,168,1
1M2I,cached_selected,data/raw/pdb_cache/1M2I.cif,https://files.rcsb.org/download/1M2I.cif,A,82,1
1THT,cached_selected,data/raw/pdb_cache/1THT.cif,https://files.rcsb.org/download/1THT.cif,A,294,1
1LM6,cached_selected,data/raw/pdb_cache/1LM6.cif,https://files.rcsb.org/download/1LM6.cif,A,191,1
1I0X,cached_selected,data/raw/pdb_cache/1I0X.cif,https://files.rcsb.org/download/1I0X.cif,B,106,1
1FPO,cached_selected,data/raw/pdb_cache/1FPO.cif,https://files.rcsb.org/download/1FPO.cif,A,171,1
211L,cached_selected,data/raw/pdb_cache/211L.cif,https://files.rcsb.org/download/211L.cif,A,163,1
2BDV,cached_selected,data/raw/pdb_cache/2BDV.cif,https://files.rcsb.org/download/2BDV.cif,A,213,1
1GHR,cached_selected,data/raw/pdb_cache/1GHR.cif,https://files.rcsb.org/download/1GHR.cif,A,306,1
1GM4,cached_selected,data/raw/pdb_cache/1GM4.cif,https://files.rcsb.org/download/1GM4.cif,A,107,1
1YQF,cached_selected,data/raw/pdb_cache/1YQF.cif,https://files.rcsb.org/download/1YQF.cif,A,182,1
1QCD,cached_selected,data/raw/pdb_cache/1QCD.cif,https://files.rcsb.org/download/1QCD.cif,A,236,1
1TP3,cached_selected,data/raw/pdb_cache/1TP3.cif,https://files.rcsb.org/download/1TP3.cif,A,115,1
1IDT,cached_selected,data/raw/pdb_cache/1IDT.cif,https://files.rcsb.org/download/1IDT.cif,A,217,1
1FXR,cached_selected,data/raw/pdb_cache/1FXR.cif,https://files.rcsb.org/download/1FXR.cif,A,64,1
1XAJ,cached_selected,data/raw/pdb_cache/1XAJ.cif,https://files.rcsb.org/download/1XAJ.cif,A,337,1
1CWO,cached_selected,data/raw/pdb_cache/1CWO.cif,https://files.rcsb.org/download/1CWO.cif,A,165,1
1Q8R,cached_selected,data/raw/pdb_cache/1Q8R.cif,https://files.rcsb.org/download/1Q8R.cif,A,118,1
1I5N,cached_selected,data/raw/pdb_cache/1I5N.cif,https://files.rcsb.org/download/1I5N.cif,D,129,1
1EY9,cached_selected,data/raw/pdb_cache/1EY9.cif,https://files.rcsb.org/download/1EY9.cif,A,135,1
1CEX,cached_selected,data/raw/pdb_cache/1CEX.cif,https://files.rcsb.org/download/1CEX.cif,A,197,1
1VZT,cached_selected,data/raw/pdb_cache/1VZT.cif,https://files.rcsb.org/download/1VZT.cif,A,287,1
1NPN,cached_selected,data/raw/pdb_cache/1NPN.cif,https://files.rcsb.org/download/1NPN.cif,A,336,1
1S2D,cached_selected,data/raw/pdb_cache/1S2D.cif,https://files.rcsb.org/download/1S2D.cif,B,167,1
1DIA,cached_selected,data/raw/pdb_cache/1DIA.cif,https://files.rcsb.org/download/1DIA.cif,B,295,1
1O9Z,cached_selected,data/raw/pdb_cache/1O9Z.cif,https://files.rcsb.org/download/1O9Z.cif,A,170,1
1O32,cached_selected,data/raw/pdb_cache/1O32.cif,https://files.rcsb.org/download/1O32.cif,A,224,1
1BD4,cached_selected,data/raw/pdb_cache/1BD4.cif,https://files.rcsb.org/download/1BD4.cif,D,224,1
1M2P,cached_selected,data/raw/pdb_cache/1M2P.cif,https://files.rcsb.org/download/1M2P.cif,A,325,1
1NTY,cached_selected,data/raw/pdb_cache/1NTY.cif,https://files.rcsb.org/download/1NTY.cif,A,305,1
1MD4,cached_selected,data/raw/pdb_cache/1MD4.cif,https://files.rcsb.org/download/1MD4.cif,A,208,1
1LUG,cached_selected,data/raw/pdb_cache/1LUG.cif,https://files.rcsb.org/download/1LUG.cif,A,259,1
1DDJ,cached_selected,data/raw/pdb_cache/1DDJ.cif,https://files.rcsb.org/download/1DDJ.cif,A,247,1
1Y7Z,cached_selected,data/raw/pdb_cache/1Y7Z.cif,https://files.rcsb.org/download/1Y7Z.cif,B,146,1
2B2C,cached_selected,data/raw/pdb_cache/2B2C.cif,https://files.rcsb.org/download/2B2C.cif,A,276,1
1PPL,cached_selected,data/raw/pdb_cache/1PPL.cif,https://files.rcsb.org/download/1PPL.cif,E,324,1
1KQ9,cached_selected,data/raw/pdb_cache/1KQ9.cif,https://files.rcsb.org/download/1KQ9.cif,A,350,1
1W28,cached_selected,data/raw/pdb_cache/1W28.cif,https://files.rcsb.org/download/1W28.cif,A,272,1
1SQL,cached_selected,data/raw/pdb_cache/1SQL.cif,https://files.rcsb.org/download/1SQL.cif,J,123,1
1V48,cached_selected,data/raw/pdb_cache/1V48.cif,https://files.rcsb.org/download/1V48.cif,A,261,1
1IOZ,cached_selected,data/raw/pdb_cache/1IOZ.cif,https://files.rcsb.org/download/1IOZ.cif,A,162,1
1HFQ,cached_selected,data/raw/pdb_cache/1HFQ.cif,https://files.rcsb.org/download/1HFQ.cif,A,187,1
1GFI,cached_selected,data/raw/pdb_cache/1GFI.cif,https://files.rcsb.org/download/1GFI.cif,A,313,1
1VRN,cached_selected,data/raw/pdb_cache/1VRN.cif,https://files.rcsb.org/download/1VRN.cif,C,332,1
1GS6,cached_selected,data/raw/pdb_cache/1GS6.cif,https://files.rcsb.org/download/1GS6.cif,X,336,1
1WM3,cached_selected,data/raw/pdb_cache/1WM3.cif,https://files.rcsb.org/download/1WM3.cif,A,72,1
1V4E,cached_selected,data/raw/pdb_cache/1V4E.cif,https://files.rcsb.org/download/1V4E.cif,A,280,1
1RRO,cached_selected,data/raw/pdb_cache/1RRO.cif,https://files.rcsb.org/download/1RRO.cif,A,112,1
1VPT,cached_selected,data/raw/pdb_cache/1VPT.cif,https://files.rcsb.org/download/1VPT.cif,A,292,1
1QAM,cached_selected,data/raw/pdb_cache/1QAM.cif,https://files.rcsb.org/download/1QAM.cif,A,235,1
